prom_peak,gene,MoreOpenIn
16:1524615-1525543,CLCN7,alpha 2
16:15736394-15737633,KIAA0430,alpha 2
16:15736394-15737633,NDE1,alpha 2
16:15743800-15744563,NDE1,alpha 2
16:1660233-1661104,IFT140,alpha 2
16:1661919-1662521,IFT140,alpha 2
16:1661919-1662521,CRAMP1L,alpha 2
16:1755517-1756705,MAPK8IP3,alpha 2
16:17564316-17565847,XYLT1,alpha 2
16:1822489-1823749,MRPS34,alpha 2
16:1822489-1823749,EME2,alpha 2
16:1832206-1833123,SPSB3,alpha 2
16:1832206-1833123,NUBP2,alpha 2
16:1876100-1877601,HAGH,alpha 2
16:1876100-1877601,FAHD1,alpha 2
16:18801158-18802022,RPS15A,alpha 2
16:18812444-18813345,ARL6IP1,alpha 2
16:18812444-18813345,RP11-1035H13.3,alpha 2
16:18937022-18938234,SMG1,alpha 2
16:19528776-19529066,GDE1,alpha 2
16:1968242-1968499,HS3ST6,alpha 2
16:19729061-19730108,KNOP1,alpha 2
16:19729061-19730108,IQCK,alpha 2
16:2014298-2015309,RPS2,alpha 2
16:2033427-2034316,NOXO1,alpha 2
16:2033427-2034316,GFER,alpha 2
16:2059468-2060193,ZNF598,alpha 2
16:2059468-2060193,NPW,alpha 2
16:20911549-20912516,LYRM1,alpha 2
16:20911549-20912516,ERI2,alpha 2
16:20911549-20912516,DCUN1D3,alpha 2
16:21610284-21611560,METTL9,alpha 2
16:2205136-2205972,TRAF7,alpha 2
16:22308348-22310020,POLR3E,alpha 2
16:22385067-22386461,CDR2,alpha 2
16:2273081-2274309,E4F1,alpha 2
16:22824535-22825013,HS3ST2,alpha 2
16:2301193-2302057,ECI1,alpha 2
16:2302310-2302533,ECI1,alpha 2
16:23159981-23160379,USP31,alpha 2
16:2317677-2319139,RNPS1,alpha 2
16:23463893-23464925,COG7,alpha 2
16:23521222-23522219,GGA2,alpha 2
16:23607268-23607925,NDUFAB1,alpha 2
16:2389721-2391186,ABCA3,alpha 2
16:24550331-24551577,RBBP6,alpha 2
16:24740561-24742099,TNRC6A,alpha 2
16:2478590-2479738,CCNF,alpha 2
16:2509583-2510495,C16orf59,alpha 2
16:2523931-2526237,TBC1D24,alpha 2
16:2563493-2564703,ATP6V0C,alpha 2
16:2563493-2564703,ATP6C,alpha 2
16:2569996-2570615,AMDHD2,alpha 2
16:2581770-2582869,CEMP1,alpha 2
16:278592-279631,LUC7L,alpha 2
16:2801948-2803205,SRRM2,alpha 2
16:2826951-2828664,TCEB2,alpha 2
16:284325-285740,ITFG3,alpha 2
16:28502744-28503791,CLN3,alpha 2
16:28565082-28565816,CCDC101,alpha 2
16:28857464-28858116,TUFM,alpha 2
16:28857464-28858116,SH2B1,alpha 2
16:28985309-28986321,SPNS1,alpha 2
16:2931998-2933467,FLYWCH2,alpha 2
16:2961637-2962517,FLYWCH1,alpha 2
16:29801361-29802202,KIF22,alpha 2
16:29827172-29828293,PAGR1,alpha 2
16:29910484-29912131,SEZ6L2,alpha 2
16:29910484-29912131,ASPHD1,alpha 2
16:29937064-29938341,KCTD13,alpha 2
16:30006471-30007692,INO80E,alpha 2
16:30006471-30007692,HIRIP3,alpha 2
16:30076285-30077484,ALDOA,alpha 2
16:3015019-3015250,KREMEN2,alpha 2
16:3018771-3019749,PAQR4,alpha 2
16:30381610-30382678,TBC1D10B,alpha 2
16:30381610-30382678,MYLPF,alpha 2
16:30388893-30390505,ZNF48,alpha 2
16:30406191-30407330,ZNF48,alpha 2
16:30418347-30419261,ZNF771,alpha 2
16:30441213-30441985,DCTPP1,alpha 2
16:30456405-30457596,SEPHS2,alpha 2
16:30545486-30546503,ZNF747,alpha 2
16:30569149-30570083,ZNF764,alpha 2
16:30569149-30570083,AC002310.13,alpha 2
16:30582370-30583653,ZNF688,alpha 2
16:30596500-30597521,ZNF785,alpha 2
16:30661714-30663114,PRR14,alpha 2
16:30668770-30670663,FBRS,alpha 2
16:3070180-3070533,CLDN6,alpha 2
16:3070180-3070533,TNFRSF12A,alpha 2
16:3070716-3071627,TNFRSF12A,alpha 2
16:30709242-30710680,SRCAP,alpha 2
16:30905164-30905892,BCL7C,alpha 2
16:31043933-31045773,STX4,alpha 2
16:31084490-31086093,ZNF668,alpha 2
16:31084490-31086093,ZNF646,alpha 2
16:31105451-31106433,VKORC1,alpha 2
16:31105451-31106433,RP11-196G11.1,alpha 2
16:31128656-31129474,KAT8,alpha 2
16:31190969-31192233,FUS,alpha 2
16:31884868-31885613,ZNF267,alpha 2
16:3313632-3315054,ZNF263,alpha 2
16:3332520-3333823,ZNF263,alpha 2
16:3507487-3508311,NAA60,alpha 2
16:3660987-3662254,SLX4,alpha 2
16:3707262-3707472,DNASE1,alpha 2
16:3766878-3767955,TRAP1,alpha 2
16:3929450-3930297,CREBBP,alpha 2
16:402397-403334,AXIN1,alpha 2
16:4165267-4166984,ADCY9,alpha 2
16:431608-432520,TMEM8A,alpha 2
16:4322830-4323744,TFAP4,alpha 2
16:4401821-4402136,PAM16,alpha 2
16:4421465-4422318,VASN,alpha 2
16:4465558-4467088,CORO7,alpha 2
16:4465558-4467088,CORO7-PAM16,alpha 2
16:447120-447969,NME4,alpha 2
16:4475280-4476363,CORO7,alpha 2
16:4475280-4476363,DNAJA3,alpha 2
16:451485-452302,DECR2,alpha 2
16:4587989-4589081,CDIP1,alpha 2
16:4664535-4665111,UBALD1,alpha 2
16:46722468-46723839,VPS35,alpha 2
16:46722468-46723839,ORC6,alpha 2
16:4674270-4675469,MGRN1,alpha 2
16:46864510-46865613,C16orf87,alpha 2
16:47006461-47008025,DNAJA2,alpha 2
16:47177102-47178706,NETO2,alpha 2
16:4743144-4744354,NUDT16L1,alpha 2
16:474920-476213,RAB11FIP3,alpha 2
16:47494635-47496067,PHKB,alpha 2
16:47494635-47496067,ITFG1,alpha 2
16:4783911-4785064,ANKS3,alpha 2
16:4783911-4785064,C16orf71,alpha 2
16:4817019-4817507,ZNF500,alpha 2
16:48418394-48419764,SIAH1,alpha 2
16:4852041-4853158,ROGDI,alpha 2
16:48643255-48644523,N4BP1,alpha 2
16:4896497-4898482,GLYR1,alpha 2
16:4896497-4898482,UBN1,alpha 2
16:49315488-49316508,CBLN1,alpha 2
16:50099615-50100714,HEATR3,alpha 2
16:50186327-50187802,PAPD5,alpha 2
16:5083332-5084091,NAGPA,alpha 2
16:5083332-5084091,ALG1,alpha 2
16:5121641-5122544,ALG1,alpha 2
16:52580282-52581782,TOX3,alpha 2
16:53132549-53134141,CHD9,alpha 2
16:53164016-53165953,CHD9,alpha 2
16:53467987-53469645,RBL2,alpha 2
16:53536594-53537858,AKTIP,alpha 2
16:56458667-56459770,AMFR,alpha 2
16:56486028-56486339,NUDT21,alpha 2
16:56701074-56701511,MT1G,alpha 2
16:56715829-56717218,MT1X,alpha 2
16:57278561-57279681,ARL2BP,alpha 2
16:57406086-57407306,CX3CL1,alpha 1
16:57643477-57644077,GPR56,alpha 1
16:57661444-57662699,GPR56,alpha 2
16:57676740-57677233,GPR56,alpha 2
16:577044-577908,CAPN15,alpha 2
16:57813130-57813637,KIFC3,alpha 2
16:58231391-58232316,CSNK2A2,alpha 2
16:58283465-58284402,CCDC113,alpha 2
16:58767493-58768500,GOT2,alpha 2
16:638735-640259,RAB40C,alpha 2
16:66583292-66584399,TK2,alpha 2
16:66637674-66639642,CMTM3,alpha 2
16:66729745-66731333,CMTM4,alpha 2
16:66906824-66907674,NAE1,alpha 2
16:66958714-66959704,RRAD,alpha 2
16:66967768-66968810,FAM96B,alpha 2
16:66967768-66968810,CES2,alpha 2
16:67034176-67035216,CES4A,alpha 2
16:67062523-67063995,CBFB,alpha 2
16:67143319-67144248,C16orf70,alpha 2
16:67184050-67185330,B3GNT9,alpha 2
16:67197060-67198113,HSF4,alpha 2
16:67217338-67218536,KIAA0895L,alpha 2
16:67225799-67226616,E2F4,alpha 2
16:67280194-67281711,SLC9A5,alpha 2
16:67280194-67281711,FHOD1,alpha 2
16:67514369-67515434,ATP6V0D1,alpha 2
16:67562239-67563380,FAM65A,alpha 2
16:67563625-67564599,FAM65A,alpha 2
16:67595770-67597420,CTCF,alpha 2
16:67693646-67695405,ACD,alpha 2
16:67693646-67695405,PARD6A,alpha 2
16:67700094-67701370,ENKD1,alpha 2
16:67700094-67701370,C16orf86,alpha 2
16:67752842-67754092,GFOD2,alpha 2
16:67875714-67877134,THAP11,alpha 2
16:67875714-67877134,CENPT,alpha 2
16:67880316-67881222,NUTF2,alpha 2
16:67880316-67881222,CENPT,alpha 2
16:67906661-67907681,EDC4,alpha 2
16:67926860-67928014,PSKH1,alpha 2
16:67969385-67970306,PSMB10,alpha 2
16:68049661-68049861,DUS2,alpha 2
16:68056551-68057664,DUS2,alpha 2
16:68056551-68057664,DDX28,alpha 2
16:68118444-68119852,NFATC3,alpha 2
16:68297904-68299525,SLC7A6,alpha 2
16:68344512-68345394,SLC7A6OS,alpha 2
16:68344512-68345394,PRMT7,alpha 2
16:68572731-68574098,ZFP90,alpha 2
16:686032-687321,C16orf13,alpha 2
16:68877077-68878106,TANGO6,alpha 2
16:69165923-69166964,CHTF8,alpha 2
16:69165923-69166964,CIRH1A,alpha 2
16:69220597-69222305,SNTB2,alpha 2
16:69344853-69346037,VPS4A,alpha 2
16:69363800-69364954,PDF,alpha 2
16:69373011-69373816,NIP7,alpha 2
16:69373011-69373816,COG8,alpha 2
16:69385136-69385967,TMED6,alpha 2
16:69599336-69600937,NFAT5,alpha 2
16:69788407-69789287,NOB1,alpha 2
16:70147907-70148784,PDPR,alpha 2
16:70284896-70286228,EXOSC6,alpha 2
16:70332765-70333929,DDX19B,alpha 2
16:70332765-70333929,RP11-529K1.3,alpha 2
16:70472670-70473604,ST3GAL2,alpha 2
16:70487965-70488929,FUK,alpha 2
16:70557136-70558805,COG4,alpha 2
16:70557136-70558805,SF3B3,alpha 2
16:70734440-70734990,VAC14,alpha 1
16:70834510-70835428,VAC14,alpha 2
16:71517858-71518744,ZNF19,alpha 2
16:71598347-71599712,ZNF19,alpha 2
16:71756847-71758265,PHLPP2,alpha 2
16:71842220-71843706,AP1G1,alpha 2
16:71916856-71918910,ZNF821,alpha 2
16:71916856-71918910,IST1,alpha 2
16:71928202-71930008,IST1,alpha 2
16:729385-730684,STUB1,alpha 2
16:73081437-73082656,ZFHX3,alpha 2
16:73091435-73093199,ZFHX3,alpha 2
16:734079-734661,JMJD8,alpha 2
16:739950-740682,WDR24,alpha 2
16:74330151-74331122,PSMD7,alpha 2
16:745257-746140,FBXL16,alpha 2
16:75018720-75019354,WDR59,alpha 2
16:75032410-75033392,ZNRF1,alpha 2
16:75297724-75298131,BCAR1,alpha 2
16:75466793-75468306,CFDP1,alpha 2
16:75497817-75498958,TMEM170A,alpha 2
16:75497817-75498958,RP11-77K12.1,alpha 2
16:75589695-75590567,TMEM231,alpha 2
16:75681246-75682669,KARS,alpha 2
16:75681246-75682669,TERF2IP,alpha 2
16:764799-765234,METRN,alpha 2
16:776760-777334,CCDC78,alpha 2
16:776760-777334,HAGHL,alpha 2
16:778041-778912,HAGHL,alpha 2
16:78133101-78134124,WWOX,alpha 2
16:790702-791499,NARFL,alpha 2
16:79632504-79635537,MAF,alpha 2
16:81039947-81041456,CENPN,alpha 2
16:81039947-81041456,CMC2,alpha 2
16:81348231-81349540,GAN,alpha 2
16:81478935-81479342,CMIP,alpha 2
16:82203429-82204474,MPHOSPH6,alpha 2
16:83986569-83987552,OSGIN1,alpha 2
16:84149906-84151087,MBTPS1,alpha 2
16:84177941-84179218,HSDL1,alpha 2
16:84177941-84179218,DNAAF1,alpha 2
16:84537995-84538919,TLDC1,alpha 2
16:84733140-84734487,USP10,alpha 2
16:85060957-85061722,KIAA0513,alpha 2
16:85645040-85646091,GSE1,alpha 2
16:85646537-85647052,GSE1,alpha 2
16:85832712-85834221,COX4I1,alpha 2
16:85832712-85834221,EMC8,alpha 2
16:87350483-87352022,C16orf95,alpha 2
16:87416533-87418195,FBXO31,alpha 2
16:87425361-87426429,MAP1LC3B,alpha 2
16:87902756-87903451,SLC7A5,alpha 2
16:88636170-88637441,ZC3H18,alpha 2
16:88752476-88753329,SNAI3,alpha 2
16:88772261-88773279,RNF166,alpha 2
16:88772261-88773279,CTU2,alpha 2
16:88851009-88852337,PIEZO1,alpha 2
16:88877562-88878911,APRT,alpha 2
16:8891183-8892266,TMEM186,alpha 2
16:8891183-8892266,PMM2,alpha 2
16:89237647-89238252,CDH15,alpha 2
16:89267877-89268499,SLC22A31,alpha 2
16:89283694-89284433,ZNF778,alpha 2
16:89556695-89557642,ANKRD11,alpha 2
16:89574021-89575593,SPG7,alpha 2
16:89626622-89627666,RPL13,alpha 2
16:89653363-89654024,CPNE7,alpha 2
16:89723824-89724889,CHMP1A,alpha 2
16:89723824-89724889,SPATA33,alpha 2
16:89752884-89754054,RP11-368I7.4,alpha 2
16:89752884-89754054,CDK10,alpha 2
16:89786898-89788753,ZNF276,alpha 2
16:89786898-89788753,VPS9D1,alpha 2
16:89882903-89883558,FANCA,alpha 2
16:89939386-89941039,TCF25,alpha 2
16:89988730-89989133,TUBB3,alpha 2
16:89989393-89990155,TUBB3,alpha 2
16:90038455-90039575,CENPBD1,alpha 2
16:9056312-9056843,USP7,alpha 2
17:10600407-10601357,SCO1,alpha 2
17:10600407-10601357,ADPRM,alpha 2
17:1082918-1083640,ABR,alpha 2
17:11501484-11502480,DNAH9,alpha 2
17:11900194-11901231,ZNF18,alpha 2
17:12920844-12921905,ELAC2,alpha 2
17:1302761-1303873,YWHAE,alpha 2
17:13504004-13505608,HS3ST3A1,alpha 2
17:1358616-1359918,CRK,alpha 2
17:1388970-1389483,MYO1C,alpha 2
17:1419640-1420398,INPP5K,alpha 2
17:1465096-1466448,PITPNA,alpha 2
17:15165805-15166088,PMP22,alpha 2
17:1552047-1553589,RILP,alpha 2
17:15554825-15555381,RP11-385D13.1,alpha 2
17:1587596-1588545,PRPF8,alpha 2
17:15902641-15903647,TTC19,alpha 2
17:15902641-15903647,ZSWIM7,alpha 2
17:16118170-16119546,NCOR1,alpha 2
17:1612851-1614068,TLCD2,alpha 2
17:1619277-1620033,WDR81,alpha 2
17:16255596-16257172,CENPV,alpha 2
17:1627617-1628390,WDR81,alpha 2
17:16283838-16284782,UBB,alpha 2
17:16945027-16945970,MPRIP,alpha 2
17:17108627-17110348,PLD6,alpha 2
17:17139641-17141150,FLCN,alpha 2
17:17183869-17184936,COPS3,alpha 2
17:17585489-17586550,RAI1,alpha 2
17:17685270-17687013,RAI1,alpha 2
17:17875170-17876398,TOM1L2,alpha 2
17:17875170-17876398,LRRC48,alpha 2
17:18086173-18087455,ALKBH5,alpha 2
17:18087950-18088276,ALKBH5,alpha 2
17:18161176-18162202,FLII,alpha 2
17:18163671-18164920,MIEF2,alpha 2
17:18217909-18218792,TOP3A,alpha 2
17:18217909-18218792,SMCR8,alpha 2
17:183756-184201,RPH3AL,alpha 2
17:188705-189720,RPH3AL,alpha 1
17:18907214-18908325,FAM83G,alpha 2
17:19265531-19266527,B9D1,alpha 2
17:19280859-19281915,MAPK7,alpha 2
17:19280859-19281915,B9D1,alpha 2
17:19551298-19552547,ALDH3A2,alpha 2
17:1956922-1957498,HIC1,alpha 2
17:1957723-1958468,HIC1,alpha 2
17:19770259-19771621,ULK2,alpha 2
17:19911966-19913736,SPECC1,alpha 2
17:20058951-20059942,SPECC1,alpha 2
17:202208-203366,RPH3AL,alpha 1
17:21156077-21156978,C17orf103,alpha 2
17:2206535-2207566,SRR,alpha 2
17:2206535-2207566,SMG6,alpha 2
17:2240203-2241880,TSR1,alpha 2
17:2240203-2241880,SGSM2,alpha 2
17:2304302-2305518,MNT,alpha 2
17:2414743-2415618,METTL16,alpha 2
17:2496166-2497858,PAFAH1B1,alpha 2
17:25782887-25783964,KSR1,alpha 2
17:259650-260374,C17orf97,alpha 2
17:2614470-2614686,CLUH,alpha 2
17:26219914-26220713,LYRM9,alpha 2
17:26219914-26220713,RP1-66C13.4,alpha 2
17:26663402-26663793,TNFAIP1,alpha 2
17:26698216-26699672,VTN,alpha 2
17:26698216-26699672,SARM1,alpha 2
17:26711300-26712361,SARM1,alpha 1
17:26876669-26877076,UNC119,alpha 1
17:26925914-26927103,SPAG5,alpha 2
17:27037645-27038848,PROCA1,alpha 2
17:27046280-27047342,RPL23A,alpha 2
17:27052789-27054566,NEK8,alpha 2
17:27052789-27054566,TLCD1,alpha 2
17:27055065-27055340,TLCD1,alpha 2
17:27055065-27055340,NEK8,alpha 2
17:27055582-27056189,NEK8,alpha 2
17:27073138-27073411,TRAF4,alpha 2
17:27169020-27170160,FAM222B,alpha 2
17:27223877-27225027,FLOT2,alpha 2
17:27229387-27230417,DHRS13,alpha 2
17:27278312-27279018,PHF12,alpha 2
17:27507066-27507865,MYO18A,alpha 2
17:27620536-27621585,NUFIP2,alpha 2
17:27716971-27718113,TAOK1,alpha 2
17:27893636-27894564,ABHD15,alpha 2
17:27893636-27894564,TP53I13,alpha 2
17:27915713-27917130,GIT1,alpha 2
17:27915713-27917130,ANKRD13B,alpha 2
17:28256471-28257652,EFCAB5,alpha 2
17:28256471-28257652,SSH2,alpha 2
17:28561995-28562391,SLC6A4,alpha 2
17:28618224-28619541,BLMH,alpha 2
17:28705333-28706930,CPD,alpha 2
17:29297309-29298590,RNF135,alpha 2
17:29421520-29422759,NF1,alpha 2
17:30185372-30186596,COPRS,alpha 2
17:30263478-30264391,SUZ12,alpha 2
17:30334159-30335238,LRRC37B,alpha 2
17:30468832-30470297,RHOT1,alpha 2
17:30468832-30470297,AC090616.2,alpha 2
17:30676676-30678015,C17orf75,alpha 2
17:30676676-30678015,ZNF207,alpha 2
17:30770980-30772456,PSMD11,alpha 2
17:30813026-30814259,CDK5R1,alpha 2
17:31202-31818,DOC2B,alpha 2
17:31203304-31204534,MYO1D,alpha 2
17:33287963-33289068,CCT6B,alpha 2
17:33287963-33289068,ZNF830,alpha 2
17:33307297-33308356,LIG3,alpha 2
17:33307297-33308356,CCT6B,alpha 2
17:33446365-33447215,RAD51D,alpha 2
17:33446365-33447215,RAD51L3-RFFL,alpha 2
17:33914086-33915027,AP2B1,alpha 2
17:34135894-34137089,TAF15,alpha 2
17:3461748-3462493,TRPV3,alpha 2
17:34842040-34842874,ZNHIT3,alpha 2
17:34889924-34891698,MYO19,alpha 2
17:34889924-34891698,PIGW,alpha 2
17:34900264-34901833,GGNBP2,alpha 2
17:35305686-35306856,AATF,alpha 2
17:3539333-3540145,SHPK,alpha 2
17:3539333-3540145,CTNS,alpha 2
17:3571201-3572271,TAX1BP3,alpha 2
17:3571201-3572271,EMC6,alpha 2
17:35766599-35767666,ACACA,alpha 2
17:35766599-35767666,TADA2A,alpha 2
17:35848886-35850535,DUSP14,alpha 2
17:35968829-35969902,SYNRG,alpha 2
17:36003107-36003835,DDX52,alpha 2
17:36507286-36508330,SOCS7,alpha 2
17:36761886-36762845,SRCIN1,alpha 2
17:36830131-36831525,C17orf96,alpha 2
17:36905488-36906282,CTB-58E17.5,alpha 2
17:36905488-36906282,PCGF2,alpha 2
17:36908520-36909328,PSMB3,alpha 2
17:36955259-36956497,PIP4K2B,alpha 2
17:36981182-36982097,CWC25,alpha 2
17:37009599-37010436,RPL23,alpha 2
17:37025274-37027010,LASP1,alpha 2
17:37309179-37310924,PLXDC1,alpha 2
17:37355928-37356935,RPL19,alpha 2
17:3748605-3749886,C17orf85,alpha 2
17:37557532-37559062,FBXL20,alpha 2
17:37617377-37618734,CDK12,alpha 2
17:37859584-37860070,ERBB2,alpha 2
17:37895506-37896053,GRB7,alpha 2
17:3793304-3793732,CAMKK1,alpha 2
17:38136602-38137545,PSMD3,alpha 2
17:38210523-38211119,MED24,alpha 2
17:38277569-38279135,MSL1,alpha 2
17:38374882-38376185,WIPF2,alpha 2
17:38443717-38444256,CDC6,alpha 2
17:38497384-38498750,RARA,alpha 2
17:39156161-39156514,KRTAP3-2,alpha 2
17:40020895-40022016,KLHL11,alpha 2
17:40272885-40273550,KAT2A,alpha 2
17:40333026-40333572,KCNH4,alpha 2
17:40427904-40429527,STAT5B,alpha 2
17:4045813-4047605,ZZEF1,alpha 2
17:4045813-4047605,CYB5D2,alpha 2
17:40610567-40611747,ATP6V0A1,alpha 2
17:40687858-40689253,NAGLU,alpha 2
17:40713882-40714879,COASY,alpha 2
17:40718673-40720003,MLX,alpha 2
17:40760870-40762027,FAM134C,alpha 2
17:40760870-40762027,TUBG1,alpha 2
17:40811073-40811747,TUBG2,alpha 2
17:40896105-40897423,EZH1,alpha 2
17:40984895-40985973,BECN1,alpha 2
17:40984895-40985973,PSME3,alpha 2
17:41131996-41133470,PTGES3L-AARSD1,alpha 2
17:41131996-41133470,PTGES3L,alpha 2
17:41131996-41133470,RUNDC1,alpha 2
17:41149968-41150918,RPL27,alpha 2
17:41173855-41174589,VAT1,alpha 2
17:41277260-41277783,BRCA1,alpha 2
17:41321805-41323382,NBR1,alpha 2
17:41560732-41561678,DHX8,alpha 2
17:41622618-41624135,ETV4,alpha 2
17:41983551-41985770,MPP2,alpha 2
17:42143545-42144254,LSM12,alpha 2
17:42200669-42201640,HDAC5,alpha 2
17:42263735-42264670,TMUB2,alpha 2
17:42276326-42278239,ATXN7L3,alpha 2
17:42295756-42297639,UBTF,alpha 2
17:42297994-42298894,UBTF,alpha 2
17:42401992-42403162,SLC25A39,alpha 2
17:42440490-42441436,FAM171A2,alpha 2
17:42462191-42463172,ITGA2B,alpha 2
17:4268428-4270306,UBE2G1,alpha 2
17:42976332-42977408,EFTUD2,alpha 2
17:42976332-42977408,CCDC103,alpha 2
17:42976332-42977408,FAM187A,alpha 2
17:43138119-43139113,DCAKD,alpha 2
17:43138119-43139113,NMT1,alpha 2
17:43209756-43210871,PLCD3,alpha 2
17:43209756-43210871,ACBD4,alpha 2
17:43224802-43226361,HEXIM1,alpha 2
17:43523280-43523622,PLEKHM1,alpha 2
17:4401775-4402355,SPNS2,alpha 2
17:44269905-44271624,KANSL1,alpha 2
17:45400921-45402069,EFCAB13,alpha 2
17:45608926-45609714,NPEPPS,alpha 2
17:45770411-45772766,TBKBP1,alpha 2
17:45908354-45909589,MRPL10,alpha 2
17:45908354-45909589,LRRC46,alpha 2
17:45928159-45928920,SP6,alpha 2
17:4606729-4607900,PELP1,alpha 2
17:46125049-46126501,NFE2L1,alpha 2
17:4612926-4614120,ARRB2,alpha 2
17:46177930-46179053,CBX1,alpha 2
17:46184562-46185362,SNX11,alpha 2
17:4634022-4635299,MED11,alpha 2
17:4642385-4643450,CXCL16,alpha 2
17:4642385-4643450,ZMYND15,alpha 2
17:46969534-46970351,ATP5G1,alpha 2
17:46985380-46986504,UBE2Z,alpha 2
17:4699216-4699784,PSMB6,alpha 2
17:47021265-47022535,SNF8,alpha 2
17:4736726-4737255,MINK1,alpha 2
17:47438669-47440020,ZNF652,alpha 2
17:47491984-47492608,PHB,alpha 2
17:47754753-47755786,SPOP,alpha 2
17:47785192-47786133,SLC35B1,alpha 2
17:47840653-47841970,FAM117A,alpha 2
17:47865708-47866831,KAT7,alpha 2
17:47865708-47866831,FAM117A,alpha 2
17:4802344-4803252,C17orf107,alpha 2
17:48206831-48207648,SAMD14,alpha 2
17:48227198-48227679,PPP1R9B,alpha 2
17:4843115-4843997,SLC25A11,alpha 2
17:4843115-4843997,RNF167,alpha 2
17:48450158-48450754,MRPL27,alpha 2
17:48450158-48450754,EME1,alpha 2
17:48474092-48475138,LRRC59,alpha 2
17:4851691-4852822,ENO3,alpha 2
17:4851691-4852822,PFN1,alpha 2
17:4852911-4853564,ENO3,alpha 2
17:48555710-48556531,RSAD1,alpha 2
17:48556818-48557127,RSAD1,alpha 2
17:48711842-48712628,ABCC3,alpha 2
17:48784489-48785582,ANKRD40,alpha 2
17:4890175-4891330,CAMTA2,alpha 2
17:49123792-49124471,SPAG9,alpha 2
17:49197409-49198666,SPAG9,alpha 2
17:49243119-49244667,NME1-NME2,alpha 2
17:4981181-4982221,ZFP3,alpha 2
17:5014676-5015693,ZNF232,alpha 2
17:5019495-5019791,USP6,alpha 2
17:5185086-5186309,RABEP1,alpha 2
17:52978824-52979140,TOM1L1,alpha 2
17:53044887-53046675,COX11,alpha 2
17:53044887-53046675,STXBP4,alpha 2
17:5389363-5390319,DERL2,alpha 2
17:5389363-5390319,MIS12,alpha 2
17:54910548-54912491,C17orf67,alpha 2
17:54910548-54912491,DGKE,alpha 2
17:55162041-55163412,AKAP1,alpha 2
17:55333080-55334433,MSI2,alpha 2
17:55927249-55928023,MRPS23,alpha 2
17:56064966-56066639,VEZF1,alpha 2
17:56083765-56085393,SRSF1,alpha 2
17:56160468-56161620,DYNLL2,alpha 2
17:56609014-56609746,SEPT4,alpha 2
17:57183453-57184613,TRIM37,alpha 2
17:57297606-57298616,GDPD1,alpha 2
17:57696427-57697581,CLTC,alpha 2
17:57760559-57761251,CLTC,alpha 2
17:57969744-57971225,TUBD1,alpha 2
17:57969744-57971225,RPS6KB1,alpha 2
17:58155616-58156752,HEATR6,alpha 2
17:58469111-58470127,USP32,alpha 2
17:58469111-58470127,C17orf64,alpha 2
17:58602811-58603827,APPBP2,alpha 2
17:58641094-58641467,RP11-15E18.4,alpha 2
17:58676934-58678093,PPM1D,alpha 2
17:59488199-59490106,C17orf82,alpha 2
17:60004235-60005545,INTS2,alpha 2
17:60142248-60143615,MED13,alpha 2
17:60555345-60557240,TLK2,alpha 2
17:61522849-61524342,CYB561,alpha 2
17:61600238-61600836,KCNH6,alpha 1
17:61627157-61628145,DCAF7,alpha 2
17:61699157-61700288,MAP3K3,alpha 2
17:617676-619214,VPS53,alpha 2
17:61850628-61852048,CCDC47,alpha 2
17:61850628-61852048,DDX42,alpha 2
17:61919691-61920669,SMARCD2,alpha 2
17:62207048-62207883,ERN1,alpha 2
17:62339784-62341303,TEX2,alpha 2
17:62501390-62503775,DDX5,alpha 2
17:62501390-62503775,CEP95,alpha 2
17:62657821-62658925,SMURF2,alpha 2
17:62914954-62916027,LRRC37A3,alpha 2
17:63051846-63053291,GNA13,alpha 2
17:635103-636579,FAM57A,alpha 2
17:63556877-63558288,AXIN2,alpha 2
17:64298139-64299839,PRKCA,alpha 2
17:65235732-65236156,HELZ,alpha 2
17:65240798-65243087,HELZ,alpha 2
17:65361888-65362956,PSMD12,alpha 2
17:65373157-65375345,PITPNC1,alpha 2
17:6543486-6544709,KIAA0753,alpha 2
17:6543486-6544709,TXNDC17,alpha 2
17:654687-656212,GEMIN4,alpha 2
17:6554721-6555774,MED31,alpha 2
17:6554721-6555774,C17orf100,alpha 2
17:65821322-65822535,BPTF,alpha 2
17:65989108-65990416,C17orf58,alpha 2
17:66031370-66032518,KPNA2,alpha 2
17:66243520-66244631,AMZ2,alpha 2
17:67322644-67323976,ABCA5,alpha 2
17:685145-685903,GLOD4,alpha 2
17:685145-685903,RNMTL1,alpha 2
17:6915608-6916062,AC027763.2,alpha 2
17:6915608-6916062,RNASEK,alpha 2
17:6917675-6918587,AC040977.1,alpha 2
17:6917675-6918587,C17orf49,alpha 2
17:6926775-6927397,BCL6B,alpha 2
17:6938781-6939764,SLC16A13,alpha 2
17:71188419-71189737,COG1,alpha 2
17:71201616-71202490,COG1,alpha 1
17:7122985-7124512,DLG4,alpha 2
17:7122985-7124512,ACADVL,alpha 2
17:71306733-71308722,CDC42EP4,alpha 2
17:7141042-7141383,PHF23,alpha 2
17:7145067-7146753,GABARAP,alpha 2
17:7154899-7156197,CTDNEP1,alpha 2
17:7154899-7156197,ELP5,alpha 2
17:7183869-7185089,SLC2A4,alpha 2
17:7197736-7198473,YBX2,alpha 2
17:7210091-7211387,EIF5A,alpha 2
17:7212106-7212563,EIF5A,alpha 2
