rank,motif,id,x,y,test,mean_x,mean_y,enrichedIn,pval,FDR,padj,lfdr,family.id,family.name,class.id,class.name,superclass.id,superclass.name
344,ONECUT3,MA0757.1,alpha,gamma,alpha_vs_gamma,0.0274732460735988,-0.0841692696039651,alpha,0.0393277477420808,0.0615426106558508,1,-1.21082408479669,3.1.9,HD-CUT,3.1,Homeo domain factors,3,Helix-turn-helix domains
345,RHOXF1,MA0719.1,alpha,gamma,alpha_vs_gamma,0.0146322045061194,-0.0991186896208654,alpha,0.0419777104298062,0.0653362751044564,1,-1.18484562877844,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
346,NR3C2,MA0727.1,beta,delta,beta_vs_delta,0.0512642314212636,-0.0135585820410746,beta,0.0493805167937928,0.0657271706289794,1,-1.18225506248106,2.1.1,Steroid hormone receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
347,VENTX,MA0724.1,alpha,gamma,alpha_vs_gamma,-0.110850054073827,-0.211398731049531,alpha,0.0454970547104423,0.0702474524729229,1,-1.15336942084656,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
348,KLF16,MA0741.1,alpha,gamma,alpha_vs_gamma,-0.00804175098011734,-0.0928393467899816,alpha,0.0460373364256344,0.0708926005064955,1,-1.1493990924178,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
349,ZBTB18,MA0698.1,beta,delta,beta_vs_delta,0.0820509767891634,0.0113267158351806,beta,0.0538490443793396,0.0711840107206339,1,-1.14761754618931,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
350,SMAD3,MA0795.1,beta,delta,beta_vs_delta,0.139272450397041,0.0722562778298576,beta,0.0577049742920944,0.0757623131862192,1,-1.12054677385861,7.1.1,SMAD,7.1,SMAD/NF-1 DNA-binding domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
351,Nr2e3,MA0164.1,beta,delta,beta_vs_delta,-0.0284280433684345,-0.0931214950888218,beta,0.0583608234452625,0.076450037952052,1,-1.11662229465503,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
352,HIC2,MA0738.1,beta,delta,beta_vs_delta,-0.00878217308556444,-0.0708968589423662,beta,0.0597143895757965,0.0778707918116805,1,-1.10862540925537,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
353,HSF4,MA0771.1,alpha,gamma,alpha_vs_gamma,-0.0125116989542031,-0.119300044549658,alpha,0.0514476916709306,0.0783900354670232,1,-1.10573913905947,3.4.1,HSF,3.4,Heat shock factors,3,Helix-turn-helix domains
354,SRF,MA0083.3,beta,delta,beta_vs_delta,-0.0428243744701583,-0.10490850221734,beta,0.0656171380799382,0.0849940110699871,1,-1.07061167488442,5.1.2,Responders to external signals,5.1,MADS box factors,5,alpha-Helices exposed by beta-structures
355,FOXC2,MA0846.1,alpha,gamma,alpha_vs_gamma,0.25178988348909,0.147145232410143,alpha,0.0568477905799052,0.0863907368655252,1,-1.06353282168611,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
356,NHLH1,MA0048.2,alpha,gamma,alpha_vs_gamma,-0.102272709885796,-0.197405547689834,alpha,0.0577914363743158,0.0875948734574053,1,-1.05752131043364,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
357,Rarb(var.2),MA0858.1,beta,delta,beta_vs_delta,0.117114907035403,0.0586087102277962,beta,0.0683016473867908,0.0881056910854926,1,-1.05499603793076,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
358,CENPB,MA0637.1,alpha,gamma,alpha_vs_gamma,-0.0229532437130544,-0.116215136371013,alpha,0.059636285325018,0.0901551154130167,1,-1.04500962631687,"","",,"",,""
359,RORA,MA0071.1,beta,delta,beta_vs_delta,0.0665788292285871,0.00653831790205135,beta,0.07015149959148,0.0902615961410376,1,-1.04449699090101,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
360,NR2C2,MA0504.1,alpha,gamma,alpha_vs_gamma,0.205157753101551,0.115005788652526,alpha,0.0609100026702902,0.0918408634012969,1,-1.03696404209923,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
361,YY2,MA0748.1,beta,delta,beta_vs_delta,-0.0558952103628667,-0.115873389335569,beta,0.071923228242532,0.0923360291628072,1,-1.03462880587066,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
362,Gmeb1,MA0615.1,alpha,gamma,alpha_vs_gamma,0.0341332952672282,-0.0716211263862777,alpha,0.0620957074046006,0.0933854924344513,1,-1.02972058677888,5.3.3,GMEB,5.3,SAND domain factors,5,alpha-Helices exposed by beta-structures
363,TP63,MA0525.2,alpha,gamma,alpha_vs_gamma,0.0924966548039718,-0.00776359272165785,alpha,0.0623839099485923,0.0935758649228884,1,-1.02883615000567,6.3.1,p53-related,6.3,p53 domain factors,6,Immunoglobulin fold
364,HSF1,MA0486.2,beta,delta,beta_vs_delta,-0.0170969548736285,-0.0840842257607886,beta,0.0738207692455588,0.0945624455601295,1,-1.02428130465724,3.4.1,HSF,3.4,Heat shock factors,3,Helix-turn-helix domains
365,Sox11,MA0869.1,alpha,gamma,alpha_vs_gamma,0.147348745422056,0.047500899682921,alpha,0.0632321708984908,0.0946031704140212,1,-1.02409430894448,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
366,HEY2,MA0649.1,beta,delta,beta_vs_delta,-0.0882112297761396,-0.145853265151072,beta,0.0770083364064144,0.0984278736850197,1,-1.00688189675792,1.2.4,Hairy-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
367,TFAP2C(var.2),MA0814.1,alpha,gamma,alpha_vs_gamma,0.0313118104077126,-0.0671933984143004,alpha,0.0670460405057819,0.0995375832124301,1,-1.00201290819967,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
368,ZNF740,MA0753.1,beta,delta,beta_vs_delta,0.0281672409424115,-0.0261715869406194,beta,0.0790329610171269,0.100793137508627,1,-0.996569035783265,2.3.2,Other factors with up to three adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
369,HLF,MA0043.2,beta,delta,beta_vs_delta,0.151623089561616,0.0914058984574884,beta,0.088587760490885,0.11126315254712,1,-0.953648638854822,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
370,THAP1,MA0597.1,alpha,gamma,alpha_vs_gamma,0.0340094637770547,-0.0572996083423588,alpha,0.0783107810241669,0.114211441342551,1,-0.942290387657228,2.9.1,THAP,2.9,C2CH THAP-type zinc finger factors,2,Zinc-coordinating DNA-binding domains
371,Dux,MA0611.1,alpha,gamma,alpha_vs_gamma,0.105581048987843,0.021571539813374,alpha,0.0800158695048824,0.116404996088761,1,-0.93402837941795,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
372,Stat6,MA0520.1,beta,delta,beta_vs_delta,0.00517385382383637,-0.0467015739899098,beta,0.0938011930938648,0.117556040695558,1,-0.929755049454032,6.2.1,STAT,6.2,STAT domain factors,6,Immunoglobulin fold
373,SOX4,MA0867.1,alpha,gamma,alpha_vs_gamma,0.172030114884186,0.0801633128124208,alpha,0.0813492153501043,0.117752989219276,1,-0.929028059273725,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
374,E2F8,MA0865.1,alpha,gamma,alpha_vs_gamma,0.0475848625974813,-0.0425557212436926,alpha,0.0830896368043697,0.11937692235665,1,-0.923079621798452,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
375,GSC2,MA0891.1,alpha,gamma,alpha_vs_gamma,-0.0507350722472036,-0.145560057504044,alpha,0.0864103123118009,0.123230470021017,1,-0.90928189504609,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
376,HOXA5,MA0158.1,beta,delta,beta_vs_delta,0.274476415053594,0.220489691727114,beta,0.100879205629063,0.125881594955231,1,-0.900037763090661,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
377,TAL1::TCF3,MA0091.1,beta,delta,beta_vs_delta,0.0838470363185953,0.0133146964474266,beta,0.103974972910512,0.129187788230013,1,-0.888778537076031,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
377,TAL1::TCF3,MA0091.1,beta,delta,beta_vs_delta,0.0838470363185953,0.0133146964474266,beta,0.103974972910512,0.129187788230013,1,-0.888778537076031,1.2.1,E2A,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
378,ZBTB7C,MA0695.1,alpha,gamma,alpha_vs_gamma,0.157546831780922,0.0690564561883855,alpha,0.0939224151011399,0.133286956724412,1,-0.875212347958766,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
379,RORA(var.2),MA0072.1,alpha,gamma,alpha_vs_gamma,-0.111323952117473,-0.193934920185931,alpha,0.0967229600199077,0.13592862585322,1,-0.866689073503421,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
380,ONECUT1,MA0679.1,alpha,gamma,alpha_vs_gamma,-0.00254233016210115,-0.0827132310254058,alpha,0.0994613135887911,0.139438500164431,1,-0.855617297253589,3.1.9,HD-CUT,3.1,Homeo domain factors,3,Helix-turn-helix domains
381,CREB3,MA0638.1,beta,delta,beta_vs_delta,-0.0904849133126038,-0.140301823075628,beta,0.117783340527851,0.144178761449526,1,-0.841098709551442,1.1.7,CREB-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
382,Foxa2,MA0047.2,alpha,gamma,alpha_vs_gamma,0.360917742170412,0.267806602216638,alpha,0.103670529859017,0.144988494657901,1,-0.838666459177673,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
383,SOX4,MA0867.1,beta,delta,beta_vs_delta,-0.115630897817563,-0.159628304745742,beta,0.127466223933346,0.15504820096094,1,-0.809533268557706,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
384,SOX15,MA1152.1,beta,delta,beta_vs_delta,0.087127279653629,0.0416177856403464,beta,0.128892431390763,0.156454334958599,1,-0.805612399136408,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
385,TFEC,MA0871.1,beta,delta,beta_vs_delta,-0.0398794373423214,-0.0923102921369307,beta,0.131666767270821,0.159487569560262,1,-0.797273160141337,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
386,PITX3,MA0714.1,alpha,gamma,alpha_vs_gamma,-0.020675401294998,-0.100553402341276,alpha,0.115578644893749,0.160095778453303,1,-0.795620119789682,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
387,CUX2,MA0755.1,beta,delta,beta_vs_delta,0.0502009497895459,0.00713524888489536,beta,0.136684847005205,0.1641919635187,1,-0.784648103519234,3.1.9,HD-CUT,3.1,Homeo domain factors,3,Helix-turn-helix domains
388,Six3,MA0631.1,beta,delta,beta_vs_delta,0.0300526578144405,-0.012887012130829,beta,0.143669780645908,0.172225264997889,1,-0.763903138339307,3.1.6,HD-SINE,3.1,Homeo domain factors,3,Helix-turn-helix domains
389,MYF6,MA0667.1,alpha,gamma,alpha_vs_gamma,0.0272472856659509,-0.0509113060152898,alpha,0.124730364522688,0.172360097991972,1,-0.763563267673944,1.2.2,MyoD-ASC-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
390,TFAP2A,MA0003.3,alpha,gamma,alpha_vs_gamma,0.0187349686642258,-0.0443404035771081,alpha,0.125533023660641,0.172645179808816,1,-0.762845542490641,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
391,HOXD13,MA0909.1,alpha,gamma,alpha_vs_gamma,-0.0392528974707892,-0.109821881645791,alpha,0.125499732130912,0.172645179808816,1,-0.762845542490641,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
392,NR4A2::RXRA,MA1147.1,alpha,gamma,alpha_vs_gamma,-0.103077962341117,-0.174538421819877,alpha,0.13086616340653,0.178706388236748,1,-0.747859922444663,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
392,NR4A2::RXRA,MA1147.1,alpha,gamma,alpha_vs_gamma,-0.103077962341117,-0.174538421819877,alpha,0.13086616340653,0.178706388236748,1,-0.747859922444663,2.1.4,NGFI(NR4A),2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
393,FIGLA,MA0820.1,alpha,gamma,alpha_vs_gamma,0.0799093268503653,0.013841803259567,alpha,0.133463474543426,0.181824357083867,1,-0.740347939383766,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
394,TP63,MA0525.2,beta,delta,beta_vs_delta,-0.0613294981689168,-0.101939708673865,beta,0.152757150679211,0.182363691223223,1,-0.7390616258271,6.3.1,p53-related,6.3,p53 domain factors,6,Immunoglobulin fold
395,RARA::RXRA,MA0159.1,beta,delta,beta_vs_delta,0.101576066635507,0.0596106689262731,beta,0.153978856697629,0.183067264944409,1,-0.737389306845236,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
395,RARA::RXRA,MA0159.1,beta,delta,beta_vs_delta,0.101576066635507,0.0596106689262731,beta,0.153978856697629,0.183067264944409,1,-0.737389306845236,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
396,FOXG1,MA0613.1,alpha,gamma,alpha_vs_gamma,-0.104903881311916,-0.176183713182326,alpha,0.135870709292947,0.183377950304467,1,-0.736652885878626,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
397,Foxj2,MA0614.1,alpha,gamma,alpha_vs_gamma,-0.104903881311916,-0.176183713182326,alpha,0.135870709292947,0.183377950304467,1,-0.736652885878626,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
398,GCM1,MA0646.1,alpha,gamma,alpha_vs_gamma,0.0610193828991687,-0.0123204946468175,alpha,0.135260704612561,0.183377950304467,1,-0.736652885878626,7.2.1,GCM,7.2,GCM domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
399,TBP,MA0108.2,beta,delta,beta_vs_delta,-0.096223753539453,-0.136188748707011,beta,0.156851714604551,0.186100702368924,1,-0.73025198778072,8.1.1,TBP-related,8.1,TATA-binding proteins,8,beta-Sheet binding to DNA
400,MAX,MA0058.3,beta,delta,beta_vs_delta,-0.111061745510878,-0.152398343894415,beta,0.161220636977178,0.189729164247533,1,-0.721865906337198,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
401,FOXA1,MA0148.3,alpha,gamma,alpha_vs_gamma,0.398212813238032,0.318657226625516,alpha,0.14414551534273,0.194093612519629,1,-0.711988756693676,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
402,CUX1,MA0754.1,beta,delta,beta_vs_delta,0.0611978583752762,0.024033446013837,beta,0.17036828785282,0.199279270033905,1,-0.700537876302681,3.1.9,HD-CUT,3.1,Homeo domain factors,3,Helix-turn-helix domains
403,TFAP2B(var.2),MA0812.1,alpha,gamma,alpha_vs_gamma,0.0504466772465787,-0.00958203921921409,alpha,0.15188532648859,0.201700926690123,1,-0.695292106470019,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
404,ELK1,MA0028.2,alpha,gamma,alpha_vs_gamma,-0.063493763124274,-0.134721574164471,alpha,0.152496120739929,0.201806611507106,1,-0.695064609684749,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
405,Rarb,MA0857.1,beta,delta,beta_vs_delta,-0.101409179378786,-0.138996916906649,beta,0.174135896906555,0.203275573203419,1,-0.691914805623279,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
406,EGR4,MA0733.1,alpha,gamma,alpha_vs_gamma,-0.0541618127112442,-0.116192996970179,alpha,0.159313663684141,0.210119843446738,1,-0.67753293144709,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
407,HOXB13,MA0901.1,alpha,gamma,alpha_vs_gamma,-0.0608538428927464,-0.123703423151558,alpha,0.162498958764518,0.212385772290419,1,-0.672874579976267,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
408,Stat5a::Stat5b,MA0519.1,beta,delta,beta_vs_delta,-0.109775141114508,-0.147380623460125,beta,0.193251353724846,0.224233534682737,1,-0.649299437064083,6.2.1,STAT,6.2,STAT domain factors,6,Immunoglobulin fold
409,ZBTB33,MA0527.1,alpha,gamma,alpha_vs_gamma,-0.0551342128611535,-0.118386036016151,alpha,0.173021937569581,0.22461816558921,1,-0.648555123870943,2.3.2,Other factors with up to three adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
410,TFDP1,MA1122.1,alpha,gamma,alpha_vs_gamma,-0.00827660610646853,-0.0561966079534921,alpha,0.174913035523614,0.226059481178957,1,-0.645777273467763,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
411,POU4F1,MA0790.1,alpha,gamma,alpha_vs_gamma,-0.0833469605641595,-0.147386695691032,alpha,0.175718315925971,0.226594443031486,1,-0.644750744915489,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
412,TBX19,MA0804.1,alpha,gamma,alpha_vs_gamma,0.00776754246520128,-0.0508244351875048,alpha,0.177715425758036,0.228153506682711,1,-0.64177285180367,6.5.1,Brachyury-related,6.5,T-Box factors,6,Immunoglobulin fold
413,MLXIPL,MA0664.1,beta,delta,beta_vs_delta,-0.170731609920459,-0.206898389133659,beta,0.19858492951341,0.22970748084757,1,-0.638824860974256,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
414,Rfx1,MA0509.1,alpha,gamma,alpha_vs_gamma,0.245580872073533,0.174934918223587,alpha,0.181645903609142,0.23114940261471,1,-0.63610722462032,3.3.3,RFX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
415,HOXA13,MA0650.1,alpha,gamma,alpha_vs_gamma,-0.0478845218607871,-0.103270063676111,alpha,0.181475838374485,0.23114940261471,1,-0.63610722462032,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
416,PROP1,MA0715.1,beta,delta,beta_vs_delta,0.375623266851719,0.339739761466948,beta,0.205641346033961,0.236242736812824,1,-0.626641534821243,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
417,NR3C1,MA0113.3,beta,delta,beta_vs_delta,0.0664351245250919,0.0341902460533423,beta,0.206747934894533,0.237043671888979,1,-0.625171634103222,2.1.1,Steroid hormone receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
418,RXRA::VDR,MA0074.1,alpha,gamma,alpha_vs_gamma,-0.0580168432201001,-0.109475676261335,alpha,0.190582094052554,0.239884853166149,1,-0.619997173432901,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
418,RXRA::VDR,MA0074.1,alpha,gamma,alpha_vs_gamma,-0.0580168432201001,-0.109475676261335,alpha,0.190582094052554,0.239884853166149,1,-0.619997173432901,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
419,MITF,MA0620.2,beta,delta,beta_vs_delta,0.0151999896341833,-0.0221697938871509,beta,0.213334946866569,0.243631033995549,1,-0.613267391595126,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
420,RUNX3,MA0684.1,alpha,gamma,alpha_vs_gamma,0.0345602086252267,-0.0216643792969579,alpha,0.195228255358646,0.244491255843857,1,-0.61173666867398,6.4.1,Runt-related,6.4,Runt domain factors,6,Immunoglobulin fold
421,ZEB1,MA0103.3,alpha,gamma,alpha_vs_gamma,0.0978213932238908,0.0477903183124658,alpha,0.19550855173697,0.244491255843857,1,-0.61173666867398,3.1.8,HD-ZF,3.1,Homeo domain factors,3,Helix-turn-helix domains
422,ZEB1,MA0103.3,beta,delta,beta_vs_delta,0.0705659360525183,0.0377620122147337,beta,0.217326194343579,0.247700524655379,1,-0.606073073532474,3.1.8,HD-ZF,3.1,Homeo domain factors,3,Helix-turn-helix domains
423,MSX1,MA0666.1,alpha,gamma,alpha_vs_gamma,-0.336171393201122,-0.385515350350091,alpha,0.217432714325718,0.267289897228431,1,-0.573017455986681,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
424,MSX2,MA0708.1,alpha,gamma,alpha_vs_gamma,-0.336171393201122,-0.385515350350091,alpha,0.217432714325718,0.267289897228431,1,-0.573017455986681,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
425,Msx3,MA0709.1,alpha,gamma,alpha_vs_gamma,-0.336171393201122,-0.385515350350091,alpha,0.217432714325718,0.267289897228431,1,-0.573017455986681,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
426,BSX,MA0876.1,alpha,gamma,alpha_vs_gamma,-0.336171393201122,-0.385515350350091,alpha,0.217432714325718,0.267289897228431,1,-0.573017455986681,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
427,Ar,MA0007.3,alpha,gamma,alpha_vs_gamma,-0.0282068890386895,-0.0750906744873313,alpha,0.218066144751808,0.267500630956138,1,-0.572675189267254,2.1.1,Steroid hormone receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
